,username,eye_color,hair,skin_tone,skin_type,skin_concerns,foundation_color,review,recommend,unhelpful,helpful,star
1039,LadyAM,Brown,Black,Dark,Combination,Aging,440,"I love the color choices in this line. However, the foundation is not matte. It has a dewy finish. Definitely, need a primer and/or powder.",1,2,0,60
1040,avianna06,Brown,Brunette,Medium,Dry,Redness,270,Not good for dry skin. I was so excited and I was let down this product is awful don’t buy.,0,1,0,20
1041,Sniz,Brown,Brunette,Light,Oily,Acne,150,"I really do love this foundation. I was looking for a foundation that evens my skin tone out, keeps me matte throughout the school day without me having to touch up while I’m at school, The color is perfect, they shade matched me very well in store. All in all a very good foundation will buy again!!",1,1,0,100
1042,cruzchase,Green,Brunette,Tan,Oily,Acne,250,"I was extremely disappointed with this product. It clung to my dry patches (that I didn’t even know I had) as well as my blackheads. I tried using a beautyblender as well and a brush and both attempts were a fail. I tried three different primers (as well as the Fenty primer). Maybe this product just doesn’t like my skin? I wish I liked this product, but I returned after trying it out four different times. I would put it on my face and immediately take it off.",0,1,0,20
1043,cscottierollin,Blue,Blonde,Porcelain,Dry,Acne,100,"I was really excited when this was announced because I have so much trouble finding face makeup pale enough for me. I am very sad, and nearly had a literal mental breakdown in Sephora because not one of these shades is light enough for me. These are supposed to be so diverse and inclusive but yet again, I am left having to mix white into my makeup. I don't even know if the formula is good, because I would look like an oompa loompa if I wore it.",0,1,0,20
1044,Eye Color Brown,Brown,Black,Dark,Combination,Acne,460,"I love this foundation. I tried this foundation when it was first released and I matched to 470, but since the winter has come I am down to 460 and I decided it was time to buy the full size rather than keeping sampling. I love the wear of the foundation and the undertone. I was concern at first with the undertone of 460 being to red but with concealer it matches me perfectly. I am happy with the shade range and I am able to get my shades for the winter and summer. I recommend for combination skin, but oils does come through the foundation, but it doesn’t break down. Nothing but good things to say about this foundation.",1,1,0,100
1045,karleesutt,Blue,Blonde,Porcelain,Dry,Dark circles,110,"First things first, the colour selection is awesome. I am so pale and I was so happy to find such a perfect match. But, I have very dry skin and this foundation looked so patchy on my skin, and it made me breakout. It made my pores look huge too, i wanted to love it I really did, but RiRi, it didn't work for me, but LOVE the shade selection",0,3,0,40
1046,Kelsey12345,Unknown,Blonde,Porcelain,Oily,Acne,100,"PATCHY, NOT BLENDABLE, IMMEDIATELY BEGAN FLAKING OFF MY FACE LIKE DANDRUFF EVERY TIME I MOOVED MY FACE! I heaed good things about it and I wanted to like it, but I just CANT! I wonder if what I recieved im this fenty bottle was even makeup?? It feels like watered down white out. I INTEND TO GET A REFUND!!!!!!",0,1,0,20
1047,libranikki,Brown,Brunette,Deep,Dry,Redness,400,"I actually don't have any issues when it comes to finding my correct shade, but I still wanted to try to product in stores before I bought it. Initially, the sales associate matched me with the shade 390, but wanted to go a shade up in case it didn't work. Amazingly, both the shades 400 and 390 looked great on me, but I decided to go with 400. I love how both shades blended so well and made my skin look smooth, matte, and airbrushed. I have dry skin and the foundation does not dry me at all (maybe because I moisturize and use the fenty primer beforehand). The foundation does not wear off on fabrics and stays matte even over 12 hours of wear. It is WORTH THE HYPE! I will repurchase in the 390 shade for the winter time and recommend the foundation to every woman of color I know.",1,1,0,100
1048,Stephanie008,Green,Blonde,Fair,Combination,Acne,110,"I was so excited to purchase this foundation, after all the hype about it. I waited for an employee to match me, and after several tests of the foundation, I found my match. This foundation has little to no coverage, even after 2 layers. It's sits on my pores, and makes them look worse than they are. I've tried 2 different primers to see if they were the problem, same thing happened. I regret purchasing this foundation, it is one of the worst ones I have ever tried.",0,3,0,20
1049,yyeet,Gray,Brunette,Porcelain,Combination,Dark circles,120,"I love the color match, it's amazing but I just can't wear it because if the finish. It clings to dry patches. Even if I moisturize before hand it doesn't really help. I will try using it again when my skin is more oily. (the picture shows the finish)",1,1,0,60
1050,Selphora,Hazel,Brunette,Medium,Combination,Acne,300,"This is one of THE BEST foundations I have ever used. I am the type to fall asleep with my makeup one cause I'm too lazy to wipe it off. Usually when I wake up my face is so oily from the foundation and makeup. NOT WITH THIS ONE. My face is so smooth, natural looking, and not a speck of oil in site. It matches my complexion perfectly as well. I can not wait to buy another bottle, this is my go to foundation from now on!",1,0,0,100
1051,Kriziaf,Unknown,Unknown,Fair,Oily,Acne,170,This foundation is the best foundation I’ve ever worn. It’s truly matte and you don’t get greasy throughout the day. If you have oily skin this is perfect.,1,0,0,100
1052,Ldbigg,Brown,Black,Dark,Oily,Unknown,420,Best foundation I've ever bought!,1,0,0,100
1053,lala1991,Green,Brunette,Fair,Combination,Acne,120,I wanted to love this. My skin is combination with an oily t-zone after a couple of hours AND some flaky dry skin around my nose area. This foundation just couldn’t handle it. It clings to any dry patches and doesn’t work well at hiding any blemishes. It is meant for SMOOTH but oily skin. Does not like texture at all. Even when I thought I had it looking “ok” it looked patchy in the sunlight. Great color for my skin tone...but the formula was subpar.,0,0,0,40
1054,Jerseychick71,Green,Blonde,Fair,Combination,Aging,130,"I LOVE this!! I confess, I was a little hesitant at first. I’d read reviews that said it was drying. That it caused breakouts. But I figured I’d give it a shot and it if had to return it, so be it. After 6 weeks, it’s safe to say I won’t be returning it. The coverage it amazing, it is the perfect shade for my skin, I only need a small amount, and the coverage lasts all day . It’s probably one of—if not the best—foundations I’ve ever used. This one is a keeper!",1,0,0,100
1055,yadi78,Brown,Black,Tan,Combination,Aging,300,"Wow! This is truly one of the best foundations I've ever used. I'm older--40! (yikes) and some foundations are just cruel to older women. This makes my skin look flawless. The coverage is amazing and the array of colors are perfect. I have a hard time matching foundation, usually have to mix 2 or more to get the right shade.",1,0,0,100
1056,Jazvivanco,Unknown,Unknown,Unknown,Unknown,Unknown,280,"I loved it, i didn't have too much expectations for this product by it definitely surprise me!",1,0,0,100
1057,emilymccormick,Green,Red,Porcelain,Combination,Acne,110,"I purchased the Pro Filt'r Soft Matte Longwear Foundation a few weeks ago. I have extremely pale skin, and finding a foundation that I love and also matches my skin color is almost impossible. I had heard lots of good things surrounding Fenty Beauty's large shade range for months, so, finally, I purchased the foundation. It matches my skin very well; I don't have to lighten it with a white foundation (I have to with other foundations I use) but the formula did not impress me. Dislikes: I knew it dried down quickly from the YouTube reviews I watched before purchasing, but I had no idea just how quick. I dotted the foundation onto one portion of my face, and used a damp beauty sponge (Miracle Complexion Sponge from RealTechniques) to blend the product in. On certain areas of my face, you could see a faint circle of where I dotted the foundation, even after blending well. The biggest thing I didn't like was how it clung to the dry skin on my face. I have combination skin: oily T-zone, dry areas around my mouth and cheeks. I don't have actual dry spots at this time of year, but the skin in that area is definitely drier than my T-zone. I loved the way the foundation looked on my forehead (oily skin), but my cheeks and mouth (dry skin) left much to be desired. Even though I didn't have any spots of dryness at the time, the foundation seemed to emphasize what wasn't there before. Likes: The consistency is not thick, but not very liquid-like either, it's a good in-between. If you have oily skin, I think you'll love this product. It tones down the oiliness, but still lets your skin have a nice, natural look to it. It makes your skin soft, a sort of velvet-matte feel. The foundation smells powdery to me, but it isn't overpowering or unpleasant. It stays on the skin for a long time, and does not smudge away easily. My oily T-zone still looked nice after 8 hours of wear. I won't purchase this product again. But if it works for you, then rock it like Rihanna!",0,0,0,60
1058,shopestyle,Unknown,Unknown,Unknown,Unknown,Unknown,260,"So far I have tired Fenty Beauty foundation a few times and I love it! I have combination skin and find this formula great since it dries matte. It does dry quick. However, the video on Fenty's website regarding how to apply the formula in dots and spread from the middle of the face outward is helpful. I am shade 260 and the color matches me flawlessly. Thank you RiRi for a hug selection-no one feels left out!",1,0,0,100
1059,Sephora12234,Blue,Brunette,Light,Combination,Acne,200,So good. Has customizable coverage and a beautiful finish. Shade was spot on and made my skin look so perfect. Just buy.,1,0,0,100
1060,AllyPNW,Blue,Blonde,Light,Combination,Acne,150,Omg... I love this. I use Lancôme for a light/med coverage and the Lancôme concealer both 215 Buff N for covering my hormonal acne.. but the coverage of the Fenty is amazing. Will definitely be using this for now on. Makeup was done at 8:30 this morning and it’s now 4 pm with a second shift To go and it still looks amazing. I have really oily sensitive skin. Light/fair. I got Fenty 150 and it matches perfectly Lancôme - 215 Buff N Kat Von D- light 49,1,0,0,100
1061,mtacdavis,Unknown,Unknown,Dark,Combination,Unknown,420,LOVE how light it is on my face! The match is very natural and I love it! highly recommend finding your shade,1,0,0,100
1062,Athomebeauty,Brown,Brunette,Light,Combination,Dark circles,240,"I heard so many good things about this product, but ended up very disappointed. It was very patchy, and dry on my skin even after prepping it. Its not very blendable, it dries quick so you have to work fast with it. Like it says it's medium coverage so 1 pump is not enough.",0,0,0,40
1063,doglife71,Brown,Brunette,Fair,Combination,Acne,180,Eh. I am not seeing what the big deal is with this foundation. It doesn't blend very nicely. It's a medium coverage but I'm not positive this could be built up to be full coverage without looking really streaky.,0,0,0,60
1064,SnapesGirl,Brown,Brunette,Light,Dry,Acne,130,"Tried this for a day as I got a sample and unfortunately it's way too drying for my skin. It just clung to dry patches on my nose and cheek. So far the only matte foundation that works for me is Too Faced' s Peach foundation. Coverage was medium, but I can see how you can build it up to more full coverage.",0,0,0,60
1065,Mhinke,Blue,Brunette,Light,Dry,Aging,170,Lightweight and natural. You can always build but I like more of the “natural make up” look. A little goes a long way. Perfect match for my skin which is always hard to achieve.,1,0,0,100
1066,EllenMinerva,Blue,Red,Fair,Combination,Acne,150,"Too dry for my skin - makes my pores and fine lines even more visible, although I used the Fenty Primer too. Also very hard to find my shade by looking at the colors online.",0,0,0,60
1067,nicclynnn,Hazel,Brunette,Light,Combination,Unknown,120,"I’m on the fence with this product. First off, I do want to say that it does make your skin look nice but you need to be careful with it. It does oxidize a bit so you wanna choose your color wisely. Also, I have oily skin, and I’ve noticed when I put on extra moisturizer as that usually helps me even everything out, it can break up. Overall, do I still wear it, yes. Is it my favorite foundation? No.",1,0,0,60
1068,alekzandrar,Brown,Brunette,Fair,Dry,Acne,130,"the coverage is okay, but if you can dry skin like me. DO NOT GET IT! if you have open pores or acne. DO NOT GET IT!",0,0,0,40
1069,PinkPop18,Brown,Brunette,Light,Combination,Uneven skin tones,150,This has become my new favorite foundation. I love the finish of it. I also was able to find my shade very easily with the shade range and undertone selections.,1,0,0,100
1070,Daniimals,Brown,Unknown,Deep,Combination,Blackheads,370,"This is absolutely the BEST foundation I have ever owned in my life! I gave up wearing foundation years ago because I could never find a color that blended well and I felt like my face gained 30 pounds from the heaviness of other products. Not with the Fenty Beauty line! This is the lightest foundation that I have ever had the pleasure of using and I forget that I am wearing foundation daily. The color is PERFECT and blends so well into my skin, I can't even tell I'm wearing it when looking at myself. It literally works like a filter and my face looks the same as when I'm not wearing the foundation, but so flawless and pristine. I love this product so much and it is the only foundation I wear at all now! It really helps to give my face a natural, polished look that brightens up my skin. It is wonderful!",1,0,0,100
1071,Cherry0509,Brown,Black,Dark,Combination,Uneven skin tones,420,"I love this foundation. I sweat a lot, and this foundation does not move. I walk on my lunches, come in and foundation still in tact. It does requires some layers but is still light on the face nothing heavy which is perfect. It makes my skin feel so smooth. Downside, it runs quickly when you squirt it out so you have to be a little quick with it. Other than that, I'd def be buying again. Hope this helps :)",1,0,0,80
1072,queennanni,Brown,Brunette,Medium,Oily,Acne,340,Not a fan. I probably own over 100 foundations. Not a fan of this one. Not enough coverage and face looked dull.,0,0,0,40
1073,lainas16,Brown,Brunette,Tan,Combination,Unknown,310,I really do like this foundation. I find that it doesn't transfer easily and looks amazing once it's set. It does indeed oxidize rather quickly but I found that to be a blessing in disguise while getting matched in the store. The colour that was initially picked out for me turned out to be way too dark but thankfully it oxidized so quickly and we were able to see how wrong the colour was for me.,1,0,0,100
1074,bbybrianna,Brown,Brunette,Tan,Oily,Unknown,240,"When i first tried this foundation I was a little skeptical because I thought this foundation was supposed to keep me matte but my face got oily fairly quickly. I was pretty dissatisfied until I learned a trick. If you want the foundation to keep you matte all day, mix it with powder!! I mix the foundation with the Laura Mercier Translucent Setting Powder and it works wonders!! (: just make sure you work in sections because the foundation dries fast and you’ll end up with dry patches.",1,0,0,80
1075,TaniaMUA,Blue,Brunette,Porcelain,Normal,Unknown,110,Matches perfectly drys very quickly wears beautifully,1,0,0,100
1076,thatbaggedgolfr,Brown,Brunette,Medium,Normal,Acne,150,"My only gripe with this is how often it seems to be out of stock. Seriously, that's it. Supply and demand, my friends. Totally worth the price. This is my favorite foundation and I'm sticking to it! Rihanna and team did a fabulous job in creating this. It's so moisturizing! It's like somebody finally answered my foundation prayers and listened to exactly what I needed. It lasts all day, lasts through sweat from walking around on vacation or just stress from work. Makes my pores less visible and almost has a natural glow to it. I couldn't have asked for a better foundation!",1,0,0,100
1077,QueenLatifi,Brown,Black,Deep,Normal,Acne,370,"This foundation is honestly the one of the best on the market. It provides a medium to full coverage, with is still having a natural skin like finish to it. The longevity of the product is phenomenal. I agree this foundation is not for everyone, those with dry skin probably will not like it as much, but for all those oily/ combo people, you should add this to you collection because it will become your go- to product.",1,0,0,100
1078,suette,Brown,Brunette,Deep,Normal,Dullness,s good and the foundation goes on smoothly with a brush...I will buy again.,Color is good and the foundation goes on smoothly with a brush...I will buy again.,1,0,0,100
1079,tn420,Brown,Brunette,Tan,Combination,Acne,290,At first I thought I loved this foundation. I’m sad I fell for the hype. Did not work for me. It’s not full coverage. It’s takes many layers to cover the smallest of blemishes or dark spots. It’s not long-lasting,0,0,0,20
1080,RSims,Brown,Black,Deep,Combination,Dullness,410,"I loved it at first, but I notice after having makeup on for couple of minutes it looks darker. I coverage is ok, wish it gave a more full coverage",1,0,0,60
1081,shanaell,Blue,Blonde,Fair,Combination,Acne,140,I tried this product at the store. An associate applied it for me and I loved the way it looked at first. When I tried it on my own at home it was terrible. It is very thick and difficult to apply. To get it looking normal I had to use a foundation brush and blend it into my skin for at least 10 minutes which is way too much time for me to spend on applying foundation. I like to apply foundation quickly with my fingers as brushes make me break out and i hate having to constantly wash brushes. It did end up looking ok once it was blended and as it oxidized during the day but def not worth the trouble when there are so many more user friendly options for me out there. I have oily combo skin so I guess it's not good for my skin type.,0,0,0,20
1082,Gorgeouski,Blue,Brunette,Fair,Dry,Acne,120,First foundation that actually matches my skin tone HOWEVER A HUGE disappointment.. Rihanna girl.. the flashback is terrible !!! The foundation kind of made my face feel heavy. However it was such a perfect skin tone match anddd it's not full coverage unless you keep applying foundation . If there was not flashback I would LOVE this foundation. However the flashback is TERRIBLE. I will be returning this product back to the store.,0,0,0,60
1083,Dotye,Brown,Black,Deep,Combination,Acne,420,"Love this foundation. It smells good, it goes on with little work and it is very light; feels like you don't have any makeup on your face. It has a beautiful",1,0,0,100
1084,pinkiey,Hazel,Black,Medium,Oily,Acne,460,"I love it, it oxidizes in to your skin shade it’s full coverage, I have hormonal acne and oily skin, I don’t have any problems with it giving me blemishes, I highly recommend this product for women with acne.",1,0,0,100
1085,melizzaAndrea,Brown,Brunette,Medium,Dry,Acne,180,"I have VERY dry skin and fine lines and don't go for mattifying foundations. However, I really wanted to try this out and have gotten a few samples to use it thoroughly before purchasing. On its own the foundation is a little too drying for someone with VERY dry skin like me. I've learned the key for dry skin is to mix it in with another foundation, like 3 pumps of this and 1 pump of a foundation for dry skin. I've been mixing this with the MUFE Ultra HD foundation and REALLY love the combo. It makes the Ultra HD foundation more full coverage with the lovely Fenty finish. I also like the faint, perfume scent in the Fenty foundation. Again, on its own, this is NOT great for dry skin. But mixed in with others, I LOVE it. I understand it's not super practical to buy a foundation just to mix it in with others, but I'm digging it!",1,0,0,80
1086,Marieputnam,Blue,Auburn,Porcelain,Oily,Acne,110,"While I love how many shades this product comes in, I have very fair skin. It’s always difficult finding products that match my skin tone. I like how much coverage it has. The only con I have is that it doesn’t blend well. If I don’t blend it into my skin right as the product is applied to my skin, it doesn’t blend.",1,0,0,80
1087,mtmartina,Brown,Brunette,Medium,Normal,Sensitivity,220,"Awesome foundation - It looks flawless all day and provide optimal coverage without that awful cake-y effect. Very easy to wear (I use a sponge) and delicate to the skin. I was not a fan of foundation in general, but this product made me change my mind.",1,0,0,100
1088,Reneeisbored,Unknown,Unknown,Unknown,Unknown,Unknown,300,"It smells nice, it doesn't have a harsh scent compared to KVD. It's a medium coverage which is good, but if you apply more, it's full. I use a my beautyblender and it applies amazingly. It doesn't crease on the sides of my nose compared to other foundations sold in Sephora. It doesn't oxidize nor flakes. I really do love this foundation.",1,0,0,100
1089,JerriHubb,Hazel,Auburn,Medium,Oily,Acne,230,"Before this foundation I never found one that covered perfectly and matched as well as my BareMinerals products. I was sceptical at first as it is such a “hyped up” product however, it lives up to all the expectations and more for my skin. It’s long lasting, doesn’t dry out or make my skin oily; it covers perfectly! I can wear this product ALL day without having to retouch it.",1,0,0,100
1090,ErinFlave,Blue,Brunette,Light,Normal,Stretch marks,170,This is a beautiful natural finish matte foundation that will last all day long and still looks amazing. I am a hairstylist and when I wear this I have a hot blow dryer blowing in my face most of the day and by the end of the day I look like I have a healthly glow but not oily by any means. I just ordered my second bottle directly from Fenty since Sephora has been sold out for awhile. Come on Sephora!!!!!!!!! I want my points!,1,0,0,100
1091,lisie86,Unknown,Unknown,Unknown,Unknown,Unknown,230,Great product light and has great coverage!,1,0,0,100
1092,meganabee,Unknown,Unknown,Unknown,Unknown,Unknown,190,Beautiful foundation! Definitely medium-full coverage & does not settle into fine lines/wrinkles. My skin is usually on the drier side but I've been using Smashbox photo finish primerizer prior to foundation application and together it gives a subtle glowing finish. Also used with the Fenty foundation brush which applies the foundation beautifully (you do have to blend quickly though).,1,0,0,100
1093,Ammhouston,Blue,Auburn,Light,Combination,Aging,100,Coverage was good but it feels oily and doesn’t stay all day. Best skin tone match I’ve ever had but I do not like the feel at all.,0,0,0,40
1094,Catiiiii,Brown,Brunette,Light,Combination,Acne,120,"Really wanted to like this foundation but with primer and moisturizer, it still clung to all of my dry spots. Perfect color match for my skin though.",0,0,0,60
1095,QueenDaniS,Brown,Brunette,Deep,Oily,Unknown,420,"I got this as a gift for my birthday and I absolutely love it ! The color was perfect and it is so light weight, I use a primer because I have oily skin but without it still will last me about 5 hours which is usually how long I wear makeup",1,0,0,100
1096,SNS78,Brown,Red,Tan,Normal,Unknown,370,PERFECT COLOR AND PERFECT FOUNDATION,1,0,0,100
1097,aykimery,Unknown,Unknown,Unknown,Unknown,Unknown,210,Rihanna has hit the makeup formula jackpot! Just bought this today and omg it literally feels like I'm wearing nothing at all.,1,0,0,100
1098,sydneymay,Green,Brunette,Medium,Combination,Acne,140,"I so wanted to love this foundation! I was really excited because of the fact that it’s long wearing, sweat proof and matte. Which are all features I love. However, I’m a dancer and I thought that fact that it was sweat proof it would be perfect. Unfortunately, it wasn’t sweat proof and became cakey and started melting off. So disappointed will not be buying again. But if you just want an everyday foundation this may be the one for you. It kept me matte when I wasn’t sweating.",0,0,0,60
1099,Sabrina523,Blue,Brunette,Light,Combination,Acne,190,"Love everything about this product. I have dry skin mostly due to weather conditions in the winter and this is now my go-to foundation when my skin is acting up. It covers acne pretty well if you use concealer on top of it. Overall, would recommend.",1,0,0,100
1100,anahiayala,Unknown,Unknown,Unknown,Unknown,Unknown,210,Love this product. It feels comfortable on the skin and it enhances natural features. Flawless finish and LONG LASTING. Definitely recommend this to everyone,1,0,0,100
1101,MGal007,Brown,Black,Medium,Combination,Acne,150,Full coverage; long wear; matte finish.,1,0,0,100
1102,Mely123w,Brown,Blonde,Medium,Combination,Acne,260,"Love this foundation, perfect mach with my skin color",1,0,0,100
1103,TrinaFlorence,Brown,Brunette,Medium,Normal,Aging,220,"Hands down, the best foundation I've ever used. So lightweight with a ton of coverage. My husband originally received this product as a sample while Christmas shopping for me... I immediately went in to Sephora and bought it. Recommend and brag this product to everyone!! You go, RiRi. ♥️",1,0,0,100
1104,cynber,Brown,Black,Medium,Combination,Dark circles,240,"HORRIBLE! Does not blend easily and comes off so easily! Not worth the hype at all. When it finally dries, it dries darker then the actual shade in the bottle. When it comes to blending into the skin, it comes off as patchy. I have combination skin oily on the nose and it did not hold up to the amazing reviews. Don’t get it.",0,0,0,20
1105,hasina23,Hazel,Brunette,Medium,Oily,Acne,240,This is called Matt foundation love it the first lightweight long wear foundation I ever used so glad I purchased it,1,0,0,80
1106,baddiebossy,Unknown,Unknown,Unknown,Unknown,Unknown,410,"410 is life, I have got some many compliments in the pass First of all, if you have the opportunity to visit a store and swatch please do. I was so excited to try FENTY BEAUTY, as a combination girl with a VERY oily t-zone, this foundation is everything I wanted Estēe Lauder Double Wear Nude - Water Fresh, in Sandalwood to be. 410 is my perfect match but 420 works as well. Overall, it's truly a soft matte, natural, flawless finish. This foundation is great for one and done type girls like me. With my hectic work schedule I don't have time to retouch my makeup. It really is humidity proof and controls oil, while your skin can actually breathe",1,0,0,100
1107,missvicki44,Brown,Brunette,Medium,Combination,Unknown,290,"The shade range is great and love the fact it has olive undertones, however for the life of me I can not get this foundation to work for me. Within an hour I have to blot, it transfers and turns into a slick mess. Doesn't matter if I use primer, powder or setting spray.",1,0,0,40
1108,JadeO4,Brown,Brunette,Light,Oily,Acne,190,"it's extremely light, covers my acne perfectly, and STAYS ON.",1,0,0,100
1109,jojorayne07,Blue,Brunette,Fair,Combination,Blackheads,120,This was my very first foundation that I did not purchase from the drug store and I am in LOVE! This left my skin looking matte and flawless! I am giving this four stars because after 6 hours it did separate a bit on my nose but since I have a very oily T zone I have come to expect that. If you are unsure about buying this TAKE THE LEAP! You will not regret it.,1,0,0,80
1110,danak42792,Brown,Brunette,Light,Dry,Acne,150,"I got this as a deluxe sample when it first came out and I am really impressed. It was really pretty on my skin, didn't break up or do anything weird. It does dry fast so do small parts of your face at a time but that isn't a deal breaker for me. I can't wait to buy the full size in my color when it comes back!",1,0,0,100
1111,klala23,Brown,Black,Tan,Oily,Aging,260,"I love Fenty Foundation! I tried them at the Sephora store and the make up artist used a foundation brush to apply it and it looks perfect! Matt and powder look without looking dry on certain spots. When I tried it at home, it wasn't the same finish outcome. I didn't give up instead I used a beauty blender with it and VIOLA!!! It was perfect!!!! :)",1,0,0,100
1112,tere0930,Brown,Black,Dark,Combination,Cellulite,450,Matches my complexion perfectly,1,0,0,100
1113,kcarter923,Brown,Black,Medium,Oily,Dark circles,220,"I was matched pretty accurately. The actually foundation is very light weight which I like. Does not come on cakey. It’s also a very good size bottle. You only need so little for coverage. So overall, I’m very happy.",1,0,0,100
1114,Angie775203,Brown,Black,Light,Combination,Aging,260,Horrible for dry skin. It doesn’t look like skin.,0,0,0,40
1115,Brooke3122,Green,Brunette,Medium,Combination,Acne,150,"I went into Sephora in Nanaimo bc, and got color matched for fenty. They sent me home with a large sample of this product so I could decide if I liked it.... let's just say by the time my sample was done I had already ordered in this product! Love love love... it doesn't go orange after it oxidizes on me and it have amazing coverage",1,0,0,100
1116,MashiePotato,Brown,Brunette,Olive,Combination,Acne,310,"I wore this for 10 hours straight with just a touch up for the shine on my nose (which is pretty normal for me) and the foundation looked like it barely moved! Blush, bronzer, and highlight was still very vibrant at the end of the day.",1,0,0,100
1117,dyannagespinoza,Brown,Unknown,Tan,Combination,Acne,260,"My face was acne free before using this foundation. After using it for five days, my face was full of acne, very upsetting. Do NOT recommend!",0,0,0,20
1118,sarahmeagher,Blue,Blonde,Fair,Combination,Acne,120,I get very pale and have a tendency to break out in the winter months. I usually go for very natural makeup but I was breaking out and wanted something to cover my blemishes and has heard so many amazing things about this foundation so I knew I had to try it. I was so excited and I really wanted to love it but this foundation’s formula made my skin look so dry even after exfoliating and moisturizing before applying this product. The application was very patchy and it also made my pores look like craters. This foundation would be better suited for someone with small pores and oily skin. The only reason why i gave it an extra star was for the extensive shade range! Hopefully Rihanna will come out with a dewy version of this product!,0,0,0,40
1119,frosterleigh,Hazel,Blonde,Light,Combination,Acne,190,"Best foundation ever!!!! if any one has a hard time finding there color swatch it and browse so it has time to change, i used the first aid beauty moisturizing primer give a glow but its hydrates and look flawless, so in love with this foundation.",1,0,0,100
1120,Onnabonna,Brown,Black,Dark,Combination,Uneven skin tones,420,This foundation is everything! It's so lightweight and the perfect makeup for people who don't want it to look like they're wearing makeup at all. I like that it is natural-looking and easy to apply. Without repeating what everyone else has been saying - it's great!,1,0,0,100
1121,tkiss92,Green,Blonde,Fair,Combination,Acne,120,"I was very excited to try this product. The reason for my 3 start review is simply this: none of the shades matched me. I tried in the store 100,110, and 120. I am neutral tones so 110 was out. 100 was too light and 120 was too dark for me. The sephora employee told me to blend them together and it looked lovely and I took some home to sample and loved the texture and coverage. Sadly I will not purchase both as spending $84 on foundation is a bit steep for me at the moment - even if it is for two.",1,0,0,60
1122,amykins74,Blue,Blonde,Fair,Normal,Unknown,170,"I am so impressed by this foundation!! It delivers a beautiful finish that feels like you're wearing nothing. Easy and quick to apply, long lasting, and great price point! The best thing about it is there is most definitely a shade for everyone! I struggle finding a foundation that truly matches my fair Irish skin without looking too pink or yellow. I cannot wait to try more products in the line!!",1,0,0,100
1123,RubyRaby,Unknown,Unknown,Unknown,Unknown,Unknown,240,"It's super watery. Medium coverage. So it's nice for daily use, but sometimes I would like something with more coverage.",1,0,0,100
1124,NataBautista,Brown,Brunette,Tan,Normal,Aging,240,Oxidized and looked orange on my skin. Really disappointed!,0,0,0,40
1125,deonjr,Brown,Brunette,Medium,Combination,Unknown,190,"I don't know if i've ever written a review for anything in my life but i am obsessed with this foundation! My skin type has changed what feels like a million times in the past 10 years and right now it seems to be on the oilier side. I've been going from foundation to foundation trying to find one that felt good on my skin and lately nothing was doing the trick. This foundation feels lightweight, has BEAUTIFUL coverage, and still looks amazing at the end of the day. I am obsessed.",1,0,0,100
1126,camalli86,Blue,Brunette,Light,Oily,Redness,120,"I have oily skin with red undertones and I was told this would be a great foundation for those issues. It looks great when I first apply but 4-5 hours after wearing it, my skin becomes very oily and patches of my red undertone start to show through. Don't think it's for me!",0,0,0,40
1127,kellyeann,Hazel,Blonde,Medium,Normal,Unknown,260,I love this foundation! Covers really great.,1,0,0,100
1128,socialworkdiva,Brown,Black,Deep,Normal,Blackheads,420,Never have I found a foundation tyhat makes my skin look flawless. It is lightweog it and you feel like you have nothing on. Everyone needs this in their life.,1,0,0,100
1129,rayisa,Brown,Black,Olive,Combination,Acne,300,"personally i prefer foundations with more coverage, but i guess i'll wear this on days where i want a more natural look. it's very drying and my pores are very visible. it looks nice on the skin but theres something about it that i don't like. this foundation is good for those with oily and blemish free skin !! just maybe not for me as i dont fit in that category",0,0,0,60
1130,Kasenia,Brown,Brunette,Tan,Combination,Dark circles,240,LOVEEEEE IT ! Best foundation ever,1,0,0,100
1131,xhesxhes,Brown,Blonde,Fair,Normal,Acne,150,"I purchased this back in October for the first time and fell in love with it!!! I have worn it almost daily ever since and just had to buy a new bottle. So one bottle lasted me about 6-7 months which is longer than other foundations I have owned. I don't have the best skin, but I get several compliments on my ""perfect skin"" every time I wear this foundation! This has easily become a staple for me and it will be very hard to find something better to replace it in the future.",1,0,0,100
1132,geewhiz,Hazel,Brunette,Medium,Combination,Cuticles,260,"I have tried many brands and formulations over the years because I could never find the right match and this one NAILS IT!! An EXACT shade and undertone match for my skintone. Lightweight, but can build to full coverage. Lasts all day and little to no transfer. My HG!",1,0,0,100
1133,rileymachine,Brown,Brunette,Medium,Oily,Acne,250,"I had cystic through my teen years and most of my twenties. Hyper pigmentation and pitted skin made my skin a nightmare to cover. I would have to buy several shades and mix them to get the correct color. Sadly after a few hours it would start to look a mess. I was also blessed with oily skin. This foundation has been a godsend. It covers beautifully, matte finish and it stays in place for 12 hours. It does dry quickly so you have to blend rather fast. The best part is it doesn’t break me out.",1,0,0,100
1134,AliviaMN,Blue,Brunette,Medium,Combination,Acne,260,"This product worked amazing with gliding and covering imperfections on my skin for a smooth finish. Luckily i bought the correct shade the first time. It does Oxidize and i can’t imagine getting anything darker. Only issue i ran into was using a beauty sponge to blend down the neck it had a defined streaky line. I don’t blame the product for that, it only shows me that you need to work with it and/Or try a different technique.",1,0,0,80
